prompt,label
Pourrais-tu convertir ce fichier en détail,Autre
Pourrais-tu afficher les éléments visuels clairement,Image
Pourrais-tu me donner le chiffre d'affaires sans oublier les points clés,Valeur
Merci de indiquer le plan sans oublier les points clés,Structure
Serait-il possible de donner les descriptions d'image sans oublier les points clés,Image
Donne-moi convertir ce fichier,Autre
Donne-moi afficher les éléments visuels de façon synthétique,Image
Pourrais-tu donner la date du document rapidement,Question
Pourrais-tu extraire les figures s'il te plaît,Image
Je souhaite expliquer les résultats de façon synthétique,Question
Merci de donner les chiffres importants de façon synthétique,Valeur
Serait-il possible de convertir ce fichier rapidement,Autre
Donne-moi résumer ce document en détail,Résumé
Pourrais-tu synthétiser le contenu sans oublier les points clés,Résumé
Pourrais-tu lister les graphiques clairement,Image
Merci de convertir ce fichier clairement,Autre
Merci de répondre à la question sur le projet avec précision,Question
Donne-moi imprimer le fichier de façon synthétique,Autre
Je souhaite traduire le texte en détail,Autre
Merci de me faire un résumé s'il te plaît,Résumé
Donne-moi convertir ce fichier en quelques mots,Autre
Je voudrais donner la date du document brièvement,Question
J'aimerais bien synthétiser le contenu avec précision,Résumé
Pourrais-tu fournir les dépenses totales brièvement,Valeur
Serait-il possible de lister les graphiques en détail,Image
Serait-il possible de extraire les points clés sans oublier les points clés,Résumé
Est-ce que tu peux donner la table des matières,Structure
Est-ce possible de présenter l'organisation en quelques mots,Structure
Je souhaite présenter l'organisation en détail,Structure
Je voudrais récapituler le document brièvement,Résumé
Je voudrais indiquer l'auteur de façon synthétique,Question
Est-ce que tu peux me donner le chiffre d'affaires avec précision,Valeur
Serait-il possible de me dire l'objectif en détail,Question
Donne-moi convertir ce fichier rapidement,Autre
Est-ce possible de donner la date du document clairement,Question
Merci de afficher les éléments visuels en quelques mots,Image
Peux-tu résumer ce document clairement,Résumé
Pourrais-tu indiquer l'auteur clairement,Question
Je souhaite donner un aperçu général de façon synthétique,Résumé
Est-ce que tu peux me montrer la structure en détail,Structure
J'aimerais bien répondre à la question sur le projet rapidement,Question
Est-ce possible de montrer le budget avec précision,Valeur
J'aimerais bien indiquer les montants clairement,Valeur
Je souhaite ouvrir dans word brièvement,Autre
Je souhaite expliquer les résultats sans oublier les points clés,Question
Serait-il possible de me montrer les images s'il te plaît,Image
Pourrais-tu lister les graphiques en quelques mots,Image
Est-ce possible de identifier les visuels de façon synthétique,Image
Je souhaite me faire un résumé,Résumé
Pourrais-tu lister les graphiques en quelques mots,Image
Serait-il possible de me dire l'objectif s'il te plaît,Question
Je voudrais extraire les points clés,Résumé
Serait-il possible de indiquer le plan de façon synthétique,Structure
Peux-tu montrer le budget de façon synthétique,Valeur
Je souhaite extraire les points clés,Résumé
Serait-il possible de donner les chiffres importants avec précision,Valeur
Est-ce que tu peux indiquer le plan avec précision,Structure
Donne-moi me montrer la structure en quelques mots,Structure
Serait-il possible de me donner le chiffre d'affaires avec précision,Valeur
J'aimerais bien extraire les figures,Image
J'aimerais bien expliquer les résultats sans oublier les points clés,Question
Serait-il possible de donner un aperçu général clairement,Résumé
Je souhaite extraire les points clés avec précision,Résumé
Merci de traduire le texte brièvement,Autre
Donne-moi donner les chiffres importants en détail,Valeur
Est-ce que tu peux traduire le texte en quelques mots,Autre
Serait-il possible de résumer ce document,Résumé
Donne-moi convertir ce fichier en détail,Autre
Pourrais-tu indiquer l'auteur en détail,Question
Je souhaite ouvrir dans word de façon synthétique,Autre
Merci de donner la table des matières clairement,Structure
Serait-il possible de afficher les éléments visuels brièvement,Image
Merci de me montrer les images clairement,Image
Est-ce que tu peux montrer le budget avec précision,Valeur
Pourrais-tu lister les sections en quelques mots,Structure
Serait-il possible de résumer ce document s'il te plaît,Résumé
Je voudrais indiquer le plan en quelques mots,Structure
Peux-tu télécharger le document de façon synthétique,Autre
Donne-moi lister les graphiques en quelques mots,Image
Donne-moi présenter l'organisation sans oublier les points clés,Structure
Est-ce que tu peux expliquer la structure du document s'il te plaît,Structure
J'aimerais bien identifier les visuels rapidement,Image
Je souhaite fournir les dépenses totales sans oublier les points clés,Valeur
Je voudrais indiquer le plan s'il te plaît,Structure
Peux-tu indiquer les montants,Valeur
Je voudrais résumer ce document en détail,Résumé
Donne-moi répondre à la question sur le projet en quelques mots,Question
Merci de me montrer la structure rapidement,Structure
Est-ce possible de ouvrir dans word avec précision,Autre
Donne-moi indiquer l'auteur clairement,Question
Peux-tu lister les graphiques avec précision,Image
Je souhaite expliquer la structure du document clairement,Structure
Merci de donner la table des matières clairement,Structure
Peux-tu me dire l'objectif avec précision,Question
Est-ce possible de indiquer les montants de façon synthétique,Valeur
Donne-moi synthétiser le contenu clairement,Résumé
Donne-moi afficher les éléments visuels clairement,Image
Est-ce possible de donner la table des matières,Structure
J'aimerais bien afficher les valeurs financières,Valeur
Je souhaite donner les descriptions d'image en quelques mots,Image
Je souhaite donner les descriptions d'image sans oublier les points clés,Image
Est-ce que tu peux me dire qui est le responsable en quelques mots,Question
Serait-il possible de fournir les dépenses totales s'il te plaît,Valeur
Donne-moi indiquer les montants en quelques mots,Valeur
Serait-il possible de lister les sections avec précision,Structure
Je souhaite synthétiser le contenu avec précision,Résumé
Donne-moi imprimer le fichier de façon synthétique,Autre
Est-ce possible de indiquer les montants de façon synthétique,Valeur
Pourrais-tu lister les sections,Structure
Je souhaite synthétiser le contenu avec précision,Résumé
Donne-moi expliquer la structure du document rapidement,Structure
Peux-tu convertir ce fichier s'il te plaît,Autre
Est-ce possible de indiquer les montants,Valeur
Je souhaite expliquer la structure du document en détail,Structure
Je souhaite lister les graphiques,Image
J'aimerais bien me dire l'objectif sans oublier les points clés,Question
Je souhaite me montrer la structure de façon synthétique,Structure
Je souhaite imprimer le fichier en quelques mots,Autre
Donne-moi me dire l'objectif en quelques mots,Question
Serait-il possible de partager par mail brièvement,Autre
Je voudrais me dire qui est le responsable rapidement,Question
Serait-il possible de afficher les valeurs financières sans oublier les points clés,Valeur
Merci de synthétiser le contenu avec précision,Résumé
Peux-tu afficher les éléments visuels,Image
Donne-moi présenter l'organisation brièvement,Structure
Merci de récapituler le document avec précision,Résumé
Je souhaite afficher les valeurs financières en quelques mots,Valeur
Peux-tu lister les graphiques en quelques mots,Image
Peux-tu me faire un résumé de façon synthétique,Résumé
Je souhaite indiquer le plan s'il te plaît,Structure
Est-ce que tu peux me dire qui est le responsable avec précision,Question
Peux-tu donner un aperçu général de façon synthétique,Résumé
Peux-tu donner la table des matières rapidement,Structure
Peux-tu fournir les dépenses totales rapidement,Valeur
Serait-il possible de expliquer les résultats en détail,Question
Je voudrais donner les chiffres importants brièvement,Valeur
Donne-moi afficher les éléments visuels en quelques mots,Image
Est-ce que tu peux montrer le budget en quelques mots,Valeur
Serait-il possible de montrer le budget en détail,Valeur
Pourrais-tu extraire les points clés clairement,Résumé
Peux-tu lister les graphiques,Image
Pourrais-tu expliquer les résultats sans oublier les points clés,Question
J'aimerais bien indiquer l'auteur brièvement,Question
Est-ce que tu peux extraire les points clés en détail,Résumé
Pourrais-tu donner la table des matières de façon synthétique,Structure
Pourrais-tu extraire les figures de façon synthétique,Image
J'aimerais bien afficher les éléments visuels de façon synthétique,Image
Pourrais-tu donner la table des matières clairement,Structure
Donne-moi traduire le texte s'il te plaît,Autre
Pourrais-tu me montrer la structure en quelques mots,Structure
J'aimerais bien donner la table des matières clairement,Structure
Donne-moi synthétiser le contenu avec précision,Résumé
Je voudrais identifier les visuels avec précision,Image
Est-ce que tu peux indiquer l'auteur s'il te plaît,Question
Pourrais-tu afficher les valeurs financières sans oublier les points clés,Valeur
J'aimerais bien donner les chiffres importants brièvement,Valeur
Pourrais-tu extraire les figures avec précision,Image
Peux-tu expliquer les résultats brièvement,Question
Donne-moi partager par mail rapidement,Autre
Est-ce que tu peux me dire l'objectif clairement,Question
Est-ce possible de fournir les dépenses totales avec précision,Valeur
Donne-moi donner un aperçu général sans oublier les points clés,Résumé
Est-ce que tu peux expliquer la structure du document en détail,Structure
Peux-tu identifier les visuels de façon synthétique,Image
Donne-moi donner les descriptions d'image s'il te plaît,Image
J'aimerais bien synthétiser le contenu en quelques mots,Résumé
Pourrais-tu télécharger le document rapidement,Autre
Je voudrais me montrer les images avec précision,Image
Je souhaite présenter l'organisation en quelques mots,Structure
Donne-moi identifier les visuels sans oublier les points clés,Image
Je souhaite me dire qui est le responsable en quelques mots,Question
Serait-il possible de indiquer l'auteur en quelques mots,Question
Pourrais-tu présenter l'organisation,Structure
Je voudrais partager par mail avec précision,Autre
Merci de répondre à la question sur le projet en quelques mots,Question
Peux-tu afficher les éléments visuels sans oublier les points clés,Image
Merci de lister les sections clairement,Structure
Je souhaite imprimer le fichier en quelques mots,Autre
Donne-moi ouvrir dans word clairement,Autre
Est-ce possible de me donner le chiffre d'affaires rapidement,Valeur
Merci de donner les descriptions d'image en détail,Image
Merci de me dire qui est le responsable de façon synthétique,Question
Serait-il possible de lister les graphiques rapidement,Image
Merci de convertir ce fichier,Autre
Est-ce possible de donner la table des matières clairement,Structure
Peux-tu me donner le chiffre d'affaires avec précision,Valeur
Serait-il possible de présenter l'organisation sans oublier les points clés,Structure
Serait-il possible de extraire les points clés s'il te plaît,Résumé
Je voudrais me faire un résumé en quelques mots,Résumé
Merci de donner les chiffres importants,Valeur
Est-ce que tu peux afficher les éléments visuels en détail,Image
Est-ce que tu peux fournir les dépenses totales sans oublier les points clés,Valeur
Donne-moi donner les chiffres importants clairement,Valeur
Je souhaite synthétiser le contenu avec précision,Résumé
Donne-moi partager par mail avec précision,Autre
Est-ce possible de me donner le chiffre d'affaires s'il te plaît,Valeur
Peux-tu afficher les éléments visuels en quelques mots,Image
Je souhaite me faire un résumé brièvement,Résumé
Je voudrais montrer le budget clairement,Valeur
Serait-il possible de donner les chiffres importants rapidement,Valeur
Merci de me dire l'objectif clairement,Question
Merci de donner la date du document de façon synthétique,Question
Je voudrais répondre à la question sur le projet,Question
Peux-tu indiquer l'auteur avec précision,Question
Merci de expliquer la structure du document,Structure
Peux-tu donner les descriptions d'image en quelques mots,Image
Je voudrais me dire l'objectif de façon synthétique,Question
Est-ce que tu peux donner la table des matières sans oublier les points clés,Structure
J'aimerais bien me dire l'objectif sans oublier les points clés,Question
J'aimerais bien me montrer les images sans oublier les points clés,Image
Peux-tu présenter l'organisation en détail,Structure
Donne-moi me donner le chiffre d'affaires de façon synthétique,Valeur
Serait-il possible de montrer le budget de façon synthétique,Valeur
Donne-moi donner un aperçu général avec précision,Résumé
Peux-tu indiquer les montants de façon synthétique,Valeur
Est-ce possible de traduire le texte clairement,Autre
J'aimerais bien me donner le chiffre d'affaires sans oublier les points clés,Valeur
Donne-moi donner la date du document avec précision,Question
Donne-moi lister les graphiques brièvement,Image
Serait-il possible de convertir ce fichier en détail,Autre
Est-ce possible de me donner le chiffre d'affaires s'il te plaît,Valeur
Peux-tu télécharger le document clairement,Autre
Est-ce possible de donner un aperçu général en détail,Résumé
J'aimerais bien extraire les points clés de façon synthétique,Résumé
Je souhaite répondre à la question sur le projet de façon synthétique,Question
Peux-tu me donner le chiffre d'affaires clairement,Valeur
Je voudrais montrer le budget clairement,Valeur
J'aimerais bien me dire qui est le responsable rapidement,Question
Je souhaite partager par mail en détail,Autre
J'aimerais bien extraire les points clés s'il te plaît,Résumé
Pourrais-tu me dire qui est le responsable sans oublier les points clés,Question
Je souhaite me dire l'objectif s'il te plaît,Question
Je voudrais synthétiser le contenu clairement,Résumé
Donne-moi indiquer l'auteur s'il te plaît,Question
Je voudrais identifier les visuels,Image
Pourrais-tu indiquer l'auteur clairement,Question
Donne-moi donner les chiffres importants en détail,Valeur
Je voudrais donner la table des matières en détail,Structure
Pourrais-tu donner la date du document avec précision,Question
Je souhaite expliquer les résultats clairement,Question
Donne-moi expliquer la structure du document s'il te plaît,Structure
Je souhaite partager par mail de façon synthétique,Autre
Je souhaite me donner le chiffre d'affaires,Valeur
J'aimerais bien lister les graphiques brièvement,Image
Je voudrais identifier les visuels en détail,Image
Pourrais-tu donner la date du document rapidement,Question
J'aimerais bien donner un aperçu général rapidement,Résumé
Je souhaite imprimer le fichier s'il te plaît,Autre
Merci de traduire le texte,Autre
Est-ce possible de me donner le chiffre d'affaires s'il te plaît,Valeur
Je souhaite indiquer les montants en quelques mots,Valeur
Est-ce possible de répondre à la question sur le projet en quelques mots,Question
J'aimerais bien indiquer l'auteur en détail,Question
Je voudrais présenter l'organisation sans oublier les points clés,Structure
Merci de donner un aperçu général en quelques mots,Résumé
Merci de imprimer le fichier rapidement,Autre
Je voudrais expliquer la structure du document brièvement,Structure
Donne-moi identifier les visuels rapidement,Image
Est-ce que tu peux récapituler le document en quelques mots,Résumé
Serait-il possible de partager par mail clairement,Autre
Serait-il possible de indiquer le plan rapidement,Structure
Merci de me donner le chiffre d'affaires,Valeur
J'aimerais bien me dire qui est le responsable en quelques mots,Question
Donne-moi me dire qui est le responsable en détail,Question
Serait-il possible de partager par mail,Autre
Est-ce que tu peux fournir les dépenses totales en quelques mots,Valeur
Peux-tu fournir les dépenses totales en détail,Valeur
Est-ce possible de montrer le budget en quelques mots,Valeur
Est-ce que tu peux synthétiser le contenu clairement,Résumé
Serait-il possible de expliquer les résultats s'il te plaît,Question
Peux-tu imprimer le fichier brièvement,Autre
J'aimerais bien me dire l'objectif en quelques mots,Question
Je voudrais récapituler le document clairement,Résumé
Merci de indiquer le plan rapidement,Structure
Pourrais-tu expliquer la structure du document avec précision,Structure
Est-ce possible de fournir les dépenses totales brièvement,Valeur
J'aimerais bien donner un aperçu général en détail,Résumé
Est-ce que tu peux imprimer le fichier en détail,Autre
Serait-il possible de me montrer la structure en détail,Structure
J'aimerais bien donner la table des matières de façon synthétique,Structure
Est-ce possible de traduire le texte de façon synthétique,Autre
Merci de me montrer la structure de façon synthétique,Structure
Je voudrais donner les chiffres importants avec précision,Valeur
Peux-tu présenter l'organisation brièvement,Structure
Donne-moi montrer le budget avec précision,Valeur
Serait-il possible de indiquer l'auteur rapidement,Question
Pourrais-tu donner la date du document en quelques mots,Question
J'aimerais bien indiquer l'auteur brièvement,Question
Serait-il possible de me montrer les images brièvement,Image
Est-ce que tu peux extraire les figures rapidement,Image
Je voudrais afficher les éléments visuels brièvement,Image
Est-ce que tu peux me montrer la structure clairement,Structure
Est-ce que tu peux convertir ce fichier sans oublier les points clés,Autre
Je voudrais me montrer les images sans oublier les points clés,Image
Est-ce possible de lister les sections en détail,Structure
Donne-moi me faire un résumé brièvement,Résumé
Peux-tu partager par mail de façon synthétique,Autre
Est-ce que tu peux ouvrir dans word avec précision,Autre
Je souhaite afficher les valeurs financières rapidement,Valeur
Est-ce possible de télécharger le document sans oublier les points clés,Autre
Peux-tu indiquer les montants en quelques mots,Valeur
Je souhaite présenter l'organisation en quelques mots,Structure
Pourrais-tu me dire l'objectif clairement,Question
J'aimerais bien fournir les dépenses totales,Valeur
Donne-moi traduire le texte de façon synthétique,Autre
Peux-tu donner la table des matières clairement,Structure
Merci de présenter l'organisation avec précision,Structure
Pourrais-tu indiquer l'auteur s'il te plaît,Question
Est-ce possible de afficher les éléments visuels de façon synthétique,Image
Peux-tu imprimer le fichier clairement,Autre
J'aimerais bien me faire un résumé,Résumé
Pourrais-tu me donner le chiffre d'affaires clairement,Valeur
Serait-il possible de donner la table des matières avec précision,Structure
Est-ce que tu peux donner les descriptions d'image en quelques mots,Image
Donne-moi fournir les dépenses totales avec précision,Valeur
Est-ce possible de convertir ce fichier en quelques mots,Autre
Est-ce possible de lister les sections clairement,Structure
Je souhaite convertir ce fichier avec précision,Autre
Donne-moi me montrer les images s'il te plaît,Image
Pourrais-tu indiquer le plan en détail,Structure
Merci de me montrer la structure s'il te plaît,Structure
Est-ce possible de me dire l'objectif clairement,Question
Donne-moi donner les chiffres importants avec précision,Valeur
Est-ce possible de ouvrir dans word avec précision,Autre
Est-ce possible de me dire l'objectif s'il te plaît,Question
Est-ce que tu peux imprimer le fichier rapidement,Autre
Est-ce que tu peux ouvrir dans word en quelques mots,Autre
Je souhaite convertir ce fichier avec précision,Autre
J'aimerais bien traduire le texte clairement,Autre
Donne-moi lister les graphiques en détail,Image
Merci de me faire un résumé de façon synthétique,Résumé
Serait-il possible de donner les descriptions d'image avec précision,Image
Merci de traduire le texte avec précision,Autre
Serait-il possible de me faire un résumé clairement,Résumé
Merci de me donner le chiffre d'affaires sans oublier les points clés,Valeur
Merci de me dire qui est le responsable en détail,Question
Est-ce possible de donner la table des matières,Structure
Merci de indiquer l'auteur de façon synthétique,Question
Est-ce possible de afficher les éléments visuels sans oublier les points clés,Image
Serait-il possible de donner les chiffres importants en quelques mots,Valeur
Donne-moi donner un aperçu général avec précision,Résumé
Est-ce possible de me donner le chiffre d'affaires rapidement,Valeur
Je souhaite lister les sections rapidement,Structure
Peux-tu identifier les visuels sans oublier les points clés,Image
Merci de lister les sections clairement,Structure
Pourrais-tu télécharger le document sans oublier les points clés,Autre
Je souhaite indiquer les montants,Valeur
Merci de lister les graphiques rapidement,Image
J'aimerais bien synthétiser le contenu sans oublier les points clés,Résumé
Est-ce possible de résumer ce document en quelques mots,Résumé
Merci de expliquer la structure du document en quelques mots,Structure
Peux-tu indiquer le plan clairement,Structure
Pourrais-tu fournir les dépenses totales avec précision,Valeur
Je voudrais identifier les visuels brièvement,Image
Peux-tu donner la table des matières clairement,Structure
Pourrais-tu donner la date du document s'il te plaît,Question
Je voudrais donner la table des matières de façon synthétique,Structure
Je voudrais ouvrir dans word brièvement,Autre
Merci de montrer le budget avec précision,Valeur
Peux-tu ouvrir dans word clairement,Autre
Peux-tu me dire qui est le responsable en quelques mots,Question
Je voudrais montrer le budget brièvement,Valeur
Serait-il possible de récapituler le document,Résumé
Je voudrais indiquer les montants,Valeur
Pourrais-tu expliquer les résultats en quelques mots,Question
Je voudrais donner la date du document en détail,Question
Je souhaite ouvrir dans word de façon synthétique,Autre
Peux-tu répondre à la question sur le projet s'il te plaît,Question
Donne-moi donner la table des matières sans oublier les points clés,Structure
Peux-tu résumer ce document en quelques mots,Résumé
Je voudrais ouvrir dans word en détail,Autre
Je souhaite expliquer la structure du document clairement,Structure
Pourrais-tu télécharger le document clairement,Autre
Serait-il possible de me dire qui est le responsable brièvement,Question
Merci de traduire le texte rapidement,Autre
Est-ce possible de expliquer la structure du document brièvement,Structure
Merci de synthétiser le contenu rapidement,Résumé
Est-ce que tu peux partager par mail en détail,Autre
Est-ce possible de synthétiser le contenu s'il te plaît,Résumé
Je souhaite me donner le chiffre d'affaires avec précision,Valeur
Je souhaite me montrer la structure,Structure
Je souhaite me montrer les images en quelques mots,Image
Je voudrais identifier les visuels en détail,Image
Est-ce que tu peux imprimer le fichier clairement,Autre
Est-ce possible de me donner le chiffre d'affaires rapidement,Valeur
Est-ce possible de imprimer le fichier brièvement,Autre
Est-ce possible de télécharger le document en détail,Autre
Je souhaite afficher les valeurs financières en détail,Valeur
Merci de extraire les figures s'il te plaît,Image
J'aimerais bien donner un aperçu général sans oublier les points clés,Résumé
J'aimerais bien afficher les éléments visuels brièvement,Image
Peux-tu synthétiser le contenu rapidement,Résumé
Peux-tu me faire un résumé avec précision,Résumé
Peux-tu me donner le chiffre d'affaires brièvement,Valeur
Serait-il possible de expliquer les résultats en quelques mots,Question
Donne-moi extraire les figures,Image
J'aimerais bien partager par mail avec précision,Autre
Est-ce que tu peux imprimer le fichier de façon synthétique,Autre
Donne-moi expliquer les résultats clairement,Question
Pourrais-tu synthétiser le contenu de façon synthétique,Résumé
Est-ce que tu peux me montrer la structure en détail,Structure
Pourrais-tu partager par mail clairement,Autre
Est-ce possible de résumer ce document brièvement,Résumé
Merci de expliquer les résultats clairement,Question
Peux-tu lister les sections brièvement,Structure
Je voudrais indiquer le plan,Structure
Peux-tu lister les graphiques s'il te plaît,Image
Est-ce que tu peux partager par mail brièvement,Autre
Est-ce que tu peux indiquer les montants rapidement,Valeur
Serait-il possible de indiquer les montants s'il te plaît,Valeur
Est-ce possible de synthétiser le contenu rapidement,Résumé
J'aimerais bien montrer le budget de façon synthétique,Valeur
Peux-tu montrer le budget,Valeur
Donne-moi synthétiser le contenu en détail,Résumé
Je souhaite expliquer la structure du document s'il te plaît,Structure
Je voudrais fournir les dépenses totales avec précision,Valeur
Je voudrais me montrer les images en quelques mots,Image
Donne-moi extraire les figures,Image
Je voudrais résumer ce document,Résumé
Serait-il possible de indiquer les montants s'il te plaît,Valeur
Je voudrais donner la table des matières de façon synthétique,Structure
Est-ce possible de me faire un résumé en quelques mots,Résumé
Donne-moi afficher les éléments visuels clairement,Image
Serait-il possible de donner la date du document rapidement,Question
Est-ce possible de afficher les éléments visuels,Image
J'aimerais bien récapituler le document,Résumé
Pourrais-tu lister les sections en quelques mots,Structure
Serait-il possible de lister les graphiques sans oublier les points clés,Image
Pourrais-tu donner les descriptions d'image s'il te plaît,Image
Je souhaite montrer le budget sans oublier les points clés,Valeur
Est-ce que tu peux donner la table des matières rapidement,Structure
Merci de partager par mail,Autre
Est-ce que tu peux me dire qui est le responsable clairement,Question
Je souhaite répondre à la question sur le projet en détail,Question
Donne-moi indiquer l'auteur de façon synthétique,Question
Est-ce que tu peux présenter l'organisation s'il te plaît,Structure
Peux-tu donner la date du document rapidement,Question
Merci de traduire le texte avec précision,Autre
Donne-moi récapituler le document s'il te plaît,Résumé
Serait-il possible de donner les descriptions d'image avec précision,Image
Merci de télécharger le document en quelques mots,Autre
Merci de expliquer la structure du document,Structure
Serait-il possible de synthétiser le contenu s'il te plaît,Résumé
Peux-tu lister les graphiques s'il te plaît,Image
Merci de récapituler le document brièvement,Résumé
Peux-tu résumer ce document rapidement,Résumé
Merci de synthétiser le contenu rapidement,Résumé
Peux-tu répondre à la question sur le projet brièvement,Question
Serait-il possible de résumer ce document s'il te plaît,Résumé
J'aimerais bien résumer ce document brièvement,Résumé
Merci de extraire les points clés rapidement,Résumé
Je voudrais traduire le texte rapidement,Autre
Est-ce que tu peux identifier les visuels,Image
J'aimerais bien donner un aperçu général en quelques mots,Résumé
J'aimerais bien récapituler le document en quelques mots,Résumé
Donne-moi indiquer les montants rapidement,Valeur
Serait-il possible de montrer le budget rapidement,Valeur
Donne-moi expliquer la structure du document en quelques mots,Structure
Donne-moi me dire l'objectif clairement,Question
Donne-moi donner les descriptions d'image brièvement,Image
Serait-il possible de donner la table des matières clairement,Structure
Peux-tu indiquer le plan,Structure
Est-ce possible de identifier les visuels clairement,Image
Pourrais-tu extraire les points clés clairement,Résumé
Donne-moi indiquer l'auteur,Question
Est-ce possible de afficher les éléments visuels en quelques mots,Image
Donne-moi donner la table des matières brièvement,Structure
Serait-il possible de me montrer les images avec précision,Image
Je voudrais convertir ce fichier brièvement,Autre
J'aimerais bien donner un aperçu général sans oublier les points clés,Résumé
Donne-moi ouvrir dans word de façon synthétique,Autre
Est-ce que tu peux imprimer le fichier sans oublier les points clés,Autre
Merci de présenter l'organisation,Structure
Je voudrais télécharger le document brièvement,Autre
Est-ce que tu peux extraire les figures brièvement,Image
J'aimerais bien extraire les points clés en détail,Résumé
Merci de fournir les dépenses totales clairement,Valeur
Merci de partager par mail,Autre
Merci de lister les sections avec précision,Structure
J'aimerais bien extraire les points clés s'il te plaît,Résumé
Est-ce possible de donner les descriptions d'image clairement,Image
Pourrais-tu montrer le budget sans oublier les points clés,Valeur
Est-ce possible de convertir ce fichier de façon synthétique,Autre
J'aimerais bien présenter l'organisation s'il te plaît,Structure
Donne-moi indiquer les montants rapidement,Valeur
J'aimerais bien ouvrir dans word brièvement,Autre
Pourrais-tu expliquer la structure du document en quelques mots,Structure
Merci de donner la table des matières de façon synthétique,Structure
Pourrais-tu traduire le texte en quelques mots,Autre
Serait-il possible de donner la table des matières en quelques mots,Structure
Peux-tu résumer ce document rapidement,Résumé
Donne-moi expliquer la structure du document s'il te plaît,Structure
Donne-moi expliquer la structure du document rapidement,Structure
Peux-tu identifier les visuels avec précision,Image
Serait-il possible de résumer ce document s'il te plaît,Résumé
Donne-moi me dire qui est le responsable en quelques mots,Question
Pourrais-tu afficher les valeurs financières brièvement,Valeur
Je souhaite donner les descriptions d'image s'il te plaît,Image
Pourrais-tu télécharger le document de façon synthétique,Autre
Je voudrais ouvrir dans word de façon synthétique,Autre
Serait-il possible de expliquer la structure du document brièvement,Structure
Est-ce que tu peux me montrer la structure avec précision,Structure
Serait-il possible de afficher les valeurs financières sans oublier les points clés,Valeur
Pourrais-tu indiquer les montants de façon synthétique,Valeur
Je souhaite ouvrir dans word clairement,Autre
Je souhaite présenter l'organisation brièvement,Structure
Est-ce que tu peux répondre à la question sur le projet rapidement,Question
Serait-il possible de afficher les éléments visuels brièvement,Image
Serait-il possible de donner les chiffres importants en détail,Valeur
Je souhaite me dire qui est le responsable clairement,Question
Est-ce possible de donner les chiffres importants brièvement,Valeur
Peux-tu donner la date du document,Question
J'aimerais bien télécharger le document brièvement,Autre
Est-ce que tu peux récapituler le document en quelques mots,Résumé
Je voudrais indiquer l'auteur clairement,Question
Est-ce possible de donner les descriptions d'image de façon synthétique,Image
Je souhaite traduire le texte avec précision,Autre
Serait-il possible de extraire les figures,Image
J'aimerais bien ouvrir dans word,Autre
Serait-il possible de imprimer le fichier en détail,Autre
J'aimerais bien extraire les points clés brièvement,Résumé
Est-ce possible de récapituler le document,Résumé
Je souhaite me montrer la structure en détail,Structure
Pourrais-tu partager par mail de façon synthétique,Autre
Je souhaite télécharger le document brièvement,Autre
Pourrais-tu répondre à la question sur le projet avec précision,Question
Donne-moi afficher les éléments visuels sans oublier les points clés,Image
Peux-tu donner la date du document clairement,Question
Je souhaite résumer ce document,Résumé
J'aimerais bien indiquer le plan rapidement,Structure
Donne-moi résumer ce document avec précision,Résumé
Je souhaite expliquer les résultats clairement,Question
Est-ce possible de présenter l'organisation sans oublier les points clés,Structure
Merci de montrer le budget de façon synthétique,Valeur
Je voudrais expliquer les résultats rapidement,Question
Merci de me donner le chiffre d'affaires avec précision,Valeur
Serait-il possible de donner la date du document en quelques mots,Question
Pourrais-tu donner la table des matières rapidement,Structure
Donne-moi indiquer l'auteur en détail,Question
J'aimerais bien donner la date du document brièvement,Question
Merci de convertir ce fichier en détail,Autre
Serait-il possible de traduire le texte sans oublier les points clés,Autre
Peux-tu donner un aperçu général avec précision,Résumé
Je voudrais imprimer le fichier brièvement,Autre
Donne-moi afficher les éléments visuels clairement,Image
Serait-il possible de me dire l'objectif clairement,Question
Est-ce que tu peux me montrer la structure en quelques mots,Structure
Est-ce possible de expliquer la structure du document s'il te plaît,Structure
Je souhaite donner la table des matières rapidement,Structure
Est-ce que tu peux me montrer la structure rapidement,Structure
Merci de présenter l'organisation,Structure
Peux-tu me montrer la structure rapidement,Structure
Donne-moi lister les graphiques avec précision,Image
Serait-il possible de expliquer les résultats de façon synthétique,Question
Est-ce que tu peux montrer le budget en quelques mots,Valeur
Peux-tu télécharger le document brièvement,Autre
Je voudrais convertir ce fichier brièvement,Autre
Est-ce que tu peux expliquer les résultats avec précision,Question
Je souhaite indiquer l'auteur sans oublier les points clés,Question
Je souhaite fournir les dépenses totales de façon synthétique,Valeur
Peux-tu lister les sections de façon synthétique,Structure
Peux-tu imprimer le fichier clairement,Autre
Pourrais-tu montrer le budget,Valeur
Serait-il possible de donner la table des matières brièvement,Structure
Serait-il possible de récapituler le document s'il te plaît,Résumé
Peux-tu synthétiser le contenu en quelques mots,Résumé
Je souhaite donner la date du document s'il te plaît,Question
Serait-il possible de télécharger le document brièvement,Autre
Pourrais-tu indiquer les montants clairement,Valeur
Donne-moi me dire l'objectif clairement,Question
Je voudrais indiquer le plan brièvement,Structure
Pourrais-tu me dire l'objectif s'il te plaît,Question
Peux-tu me montrer les images sans oublier les points clés,Image
Est-ce que tu peux ouvrir dans word brièvement,Autre
